Time,P (deg/s),Q (deg/s),R (deg/s),P dot (deg/s^2),Q dot (deg/s^2),R dot (deg/s^2),P_{inertial} (deg/s),Q_{inertial} (deg/s),R_{inertial} (deg/s),q bar (psf),Reynolds Number,V_{Total} (ft/s),V_{Inertial} (ft/s),UBody,VBody,WBody,UdotBody,VdotBody,WdotBody,UdotBody_i,VdotBody_i,WdotBody_i,BodyAccel_X,BodyAccel_Y,BodyAccel_Z,Aero V_{X Body} (ft/s),Aero V_{Y Body} (ft/s),Aero V_{Z Body} (ft/s),V_{X_{inertial}} (ft/s),V_{Y_{inertial}} (ft/s),V_{Z_{inertial}} (ft/s),V_{X_{ecef}} (ft/s),V_{Y_{ecef}} (ft/s),V_{Z_{ecef}} (ft/s),V_{North} (ft/s),V_{East} (ft/s),V_{Down} (ft/s),F_{Drag} (lbs),F_{Side} (lbs),F_{Lift} (lbs),L/D,F_{Aero x} (lbs),F_{Aero y} (lbs),F_{Aero z} (lbs),F_{Prop x} (lbs),F_{Prop y} (lbs),F_{Prop z} (lbs),F_{Gear x} (lbs),F_{Gear y} (lbs),F_{Gear z} (lbs),F_{Ext x} (lbs),F_{Ext y} (lbs),F_{Ext z} (lbs),F_{Buoyant x} (lbs),F_{Buoyant y} (lbs),F_{Buoyant z} (lbs),F_{Weight x} (lbs),F_{Weight y} (lbs),F_{Weight z} (lbs),F_{Total x} (lbs),F_{Total y} (lbs),F_{Total z} (lbs),L_{Aero} (ft-lbs),M_{Aero} (ft-lbs),N_{Aero} (ft-lbs),L_{Aero MRC} (ft-lbs),M_{Aero MRC} (ft-lbs),N_{Aero MRC} (ft-lbs),L_{Prop} (ft-lbs),M_{Prop} (ft-lbs),N_{Prop} (ft-lbs),L_{Gear} (ft-lbs),M_{Gear} (ft-lbs),N_{Gear} (ft-lbs),L_{ext} (ft-lbs),M_{ext} (ft-lbs),N_{ext} (ft-lbs),L_{Buoyant} (ft-lbs),M_{Buoyant} (ft-lbs),N_{Buoyant} (ft-lbs),L_{Total} (ft-lbs),M_{Total} (ft-lbs),N_{Total} (ft-lbs),I_{xx},I_{xy},I_{xz},I_{yx},I_{yy},I_{yz},I_{zx},I_{zy},I_{zz},Mass,Weight,X_{cg},Y_{cg},Z_{cg},Altitude ASL (ft),Altitude AGL (ft),Phi (deg),Theta (deg),Psi (deg),Q(1)_{LOCAL},Q(2)_{LOCAL},Q(3)_{LOCAL},Q(4)_{LOCAL},Q(1)_{ECEF},Q(2)_{ECEF},Q(3)_{ECEF},Q(4)_{ECEF},Q(1)_{ECI},Q(2)_{ECI},Q(3)_{ECI},Q(4)_{ECI},Alpha (deg),Beta (deg),Latitude (deg),Latitude Geodetic (deg),Longitude (deg),X_{ECI} (ft),Y_{ECI} (ft),Z_{ECI} (ft),X_{ECEF} (ft),Y_{ECEF} (ft),Z_{ECEF} (ft),Earth Position Angle (deg),Distance AGL (ft),Terrain Elevation (ft),/fdm/jsbsim/position/lat-geod-deg,/fdm/jsbsim/position/long-gc-deg,/fdm/jsbsim/position/geod-alt-ft,/fdm/jsbsim/attitude/phi-rad,/fdm/jsbsim/attitude/theta-rad,/fdm/jsbsim/attitude/psi-rad,/fdm/jsbsim/velocities/u-fps,/fdm/jsbsim/velocities/p-rad_sec,/fdm/jsbsim/velocities/q-rad_sec,/fdm/jsbsim/velocities/r-rad_sec,/fdm/jsbsim/velocities/phidot-rad_sec,/fdm/jsbsim/velocities/thetadot-rad_sec,/fdm/jsbsim/velocities/psidot-rad_sec,/fdm/jsbsim/inertia/cg-x-in,/fdm/jsbsim/inertia/iyy-slugs_ft2,/fdm/jsbsim/aero/qbar-psf,/fdm/jsbsim/metrics/aero-rp-x-in
184.8,0.0692208507204892,0.06863591526807665,0.0008154776887666348,-0.0008394355428246702,-0.3908797777627172,-11.98385499433454,0.06874804031932016,0.06829209370899678,0.004952450074123537,9.140999044e-15,1.019014078e-11,22486.069626,22610.8753885,18572.17856457419,9991.149330422417,-7802.207741975326,6.459666370817247,-13.10508232171882,32.13057569268896,-1.51164355853339,-1.468348346171586,22.36097358093101,0.002858974869633561,-5.25167523557599e-07,-0.0001864981230264108,18572.17856457419,9991.14933042242,-7802.207741975325,-3431.017656434071,19648.68863360568,-10649.35860298841,-3047.906487178303,19568.46326768869,-10649.35860460562,10192.91189600455,16306.16910068024,-11654.90127127909,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0.0009795100195333362,-1.799270279434495e-07,-6.389590271282941e-05,0,0,0,-1.504751601108442,-0.2931420422646756,7.541017697736647,0.0009795100195333362,-1.799270279434495e-07,-6.389590271282941e-05,0,0,0,0,0,0,0,0,0,0,0,0,-5.903117723652841e-07,-0.000209632227066769,-0.003213615554534749,0,0,0,-5.903117723652841e-07,-0.000209632227066769,-0.003213615554534749,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4149995.0279858,4149994.3457655,-2.234584226322976,11.26068305557648,27.76880896584528,0.9654556313409441,-0.04237648982174423,0.09056869192803718,0.2406178902808787,0.8117050147418278,-0.06653442040556284,0.0221791359416158,0.5798415524433586,-0.8077796962242476,0.06668235008156634,-0.02173033265457684,-0.5852975476406107,-22.787369150609,26.380235759732,-84.59760361761,-84.627623358058,43.430390065826,1687767.684541215,1641425.542006099,-24895024.03111663,1709733.338941311,1618533.124975892,-24895024.03111663,0.77210809963787,4149994.3457655,-3.2381504781053e-09,-84.6276233580581589,43.4303900658257547,4149994.34576551989,-0.0390008521624660709,0.196535995343345177,0.484657145811321743,18572.1785645741911,0.00120813175610402562,0.00119792270654778396,1.42327706455313527e-05,0.00120166354893357042,0.0011975667114659035,-3.31238873889821213e-05,0,0.0307289924332935123,9.14099904370321069e-15,0
186,0.06854462875269698,0.1252808099869957,-0.03256406387740677,-0.000649333474366916,-0.984907050573534,1.112943969729874,0.06806418035231698,0.1249424023933309,-0.02842752509532327,9.12965457e-15,1.018381556e-11,22472.11208,22596.9873909,18571.99896868726,9997.430339748913,-7754.228668505974,8.189582977164376,-2.116941942913684,50.5720242781285,-1.506402099612929,-1.489968828321496,22.33507834969065,-0.0002654913045820628,-3.934683976870273e-07,-0.0004699451832513987,18571.99896868726,9997.430339748917,-7754.228668505974,-3432.828986229228,19646.91223544424,-10622.54036973682,-3046.306183252668,19567.25520257559,-10622.54037342577,10323.80414899705,16210.759804224,-11645.86432914331,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-9.095966379391029e-05,-1.348057452332796e-07,-0.0001610073668416589,0,0,0,-1.523353209303741,-0.2872248575043398,7.528750476060742,-9.095966379391029e-05,-1.348057452332796e-07,-0.0001610073668416589,0,0,0,0,0,0,0,0,0,0,0,0,-4.422760677105785e-07,-0.0005282393933280517,0.0002984240942656463,0,0,0,-4.422760677105785e-07,-0.0005282393933280517,0.0002984240942656463,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4163975.4963236,4163974.8051144,-2.193135061680122,11.41470231378698,27.21988104929962,0.9664772523546256,-0.04190472195609705,0.09215630405427942,0.2359511193344567,0.8120677504266811,-0.06652482830981053,0.0233469647943365,0.5792886459467658,-0.8081205640666063,0.06668162866746423,-0.02289528214905796,-0.5847824557558799,-22.66163732358,26.415767126649,-84.569422158973,-84.599579867305,43.903838501692,1683649.375814683,1665002.904774631,-24907787.16739574,1706076.810668281,1642014.558306069,-24907787.16739574,0.77712178859655,4163974.8051144,0,-84.5995798673046693,43.9038385016916948,4163974.80511437263,-0.0382774277672470534,0.199224138510597643,0.475076546311487213,18571.9989686872577,0.00119632945629173648,0.00218656262383846956,-0.000568350132490499167,0.00106476794632752556,0.00216321131664112994,-0.000664758009751783684,0,0.0307289924332935123,9.12965456957296309e-15,0
187.2,0.06787658947761456,0.1013887850252174,-0.03585930250636887,-0.0006045103348384588,-0.6352607820251776,1.370089157988937,0.06738844529279683,0.1010557451800962,-0.0317232291056977,9.1183316e-15,1.017749841e-11,22458.1723422,22583.1170584,18572.17847471316,10003.07381497904,-7705.985070518856,4.240585139851849,-0.8825022374029219,42.90832949590144,-1.500235726419486,-1.508576356992677,22.30932768834687,-0.0003268421662580554,-3.660258535230267e-07,-0.0003031177824392774,18572.17847471316,10003.07381497904,-7705.985070518856,-3434.632872422124,19645.11349604908,-10595.75333958972,-3044.699129590671,19566.02472159877,-10595.75334253536,10452.28389367691,16115.31906019922,-11636.82766417701,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0.0001119790103984997,-1.254036874343001e-07,-0.0001038508271449246,0,0,0,-1.541979170308389,-0.2813907819912448,7.516435613345249,-0.0001119790103984997,-1.254036874343001e-07,-0.0001038508271449246,0,0,0,0,0,0,0,0,0,0,0,0,-4.114294213415804e-07,-0.0003407179373450716,0.0003673852052779126,0,0,0,-4.114294213415804e-07,-0.0003407179373450716,0.0003673852052779126,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4177945.1206592,4177944.4203038,-2.152195315582001,11.56930468776959,26.67901521639877,0.9674576877053574,-0.04143078956558074,0.09374224444412324,0.2313471501639516,0.8124153760157717,-0.06652294248419741,0.02451581011232136,0.578752909377641,-0.8084462515725791,0.0666887223504211,-0.0240611955900583,-0.5842844612303948,-22.534583863919,26.449514365414,-84.540900238531,-84.571197612337,44.371802957381,1679528.897959361,1688578.122446521,-24920518.14053005,1702422.206811429,1665494.528493237,-24920518.14053005,0.78213547755524,4177944.4203038,-3.2381565192323e-09,-84.5711976123374427,44.3718029573811847,4177944.42030377127,-0.0375628944029043413,0.201922458967993879,0.465636656715826103,18572.1784747131569,0.00118466997140891203,0.00176956812328676514,-0.000625862896204791618,0.00104303448664372529,0.00174481617158541596,-0.000706224359334323235,0,0.0307289924332935123,9.11833160018178561e-15,0
188.4,0.06721477390305351,0.07032967162146846,0.007839813633898426,-0.0008205644723966669,-0.5826040541373487,-11.27811117564985,0.06671899655929611,0.07000196268583639,0.01197540490229364,9.107030063e-15,1.017118931e-11,22444.2503566,22569.2643307,18572.64318520918,10007.78397475015,-7658.038854523067,7.58620719335528,-14.88377736209975,32.92156589395971,-1.493105080422731,-1.524241187231605,22.28311672690043,0.002690607006055669,-5.156440903921067e-07,-0.0002779736465314955,18572.64318520918,10007.78397475015,-7658.038854523067,-3436.42934119061,19643.29250041735,-10568.99737696788,-3043.085360202399,19564.77191528607,-10568.99738048352,10578.37966892873,16019.88543195956,-11627.79121597036,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0.0009218257036991417,-1.766642157008391e-07,-9.523622429696843e-05,0,0,0,-1.560406333464154,-0.2756111354654915,7.504120209769086,0.0009218257036991417,-1.766642157008391e-07,-9.523622429696843e-05,0,0,0,0,0,0,0,0,0,0,0,0,-5.796070077735195e-07,-0.0003124548045988435,-0.003024362549541722,0,0,0,-5.796070077735195e-07,-0.0003124548045988435,-0.003024362549541722,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4191903.9012607,4191903.1916012,-2.111535231018159,11.72279022663064,26.14716996183549,0.9683975826985614,-0.04095053176397594,0.09531232233025361,0.226814322985436,0.8127437528570588,-0.06651970486661561,0.02567398700337422,0.5782417899060384,-0.8087525668202136,0.06669449314116781,-0.02521644956201744,-0.5838109806128723,-22.407772677353,26.480628986774,-84.512044809885,-84.542483504795,44.834315015268,1675406.259893866,1712151.168277696,-24933216.98785083,1698769.535451968,1688973.008708705,-24933216.98785083,0.78714916651392,4191903.1916012,0,-84.542483504795058,44.8343150152675491,4191903.19160117349,-0.0368532420531259702,0.204601286975316876,0.45635420591258935,18572.6431852091846,0.00117311911059184365,0.00122748433164104366,0.000136830560654268863,0.00119210811533202181,0.00123169237342369881,9.34605066546275571e-05,0,0.0307289924332935123,9.10703006304222313e-15,0
189.6,0.06655908080346293,0.085601966566676,-0.001824593103486569,-0.0007424085228009609,-0.7063443700429355,-10.96537088068595,0.06605570828613407,0.0852795488508498,0.002310496542860368,9.095749918e-15,1.016488824e-11,22430.3461071,22555.4291949,18573.3603178745,10011.72367600866,-7610.262940326681,7.816934440098492,-11.58969540272501,37.95332079555619,-1.486966934740685,-1.542764261719696,22.25722898257134,0.002615999652834856,-4.651448002026929e-07,-0.0003370189640129341,18573.3603178745,10011.72367600867,-7610.262940326681,-3438.218406746681,19641.44934940337,-10542.27242148375,-3041.464894750105,19563.49687619649,-10542.2724236034,10702.12074953048,15924.49592512658,-11618.7549925761,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0.0008962645661085844,-1.593627132479014e-07,-0.0001154656711150892,0,0,0,-1.578683723842886,-0.2698955801019788,7.491795038148671,0.0008962645661085844,-1.593627132479014e-07,-0.0001154656711150892,0,0,0,0,0,0,0,0,0,0,0,0,-5.228435481959736e-07,-0.0003788243808746622,-0.002940500549445231,0,0,0,-5.228435481959736e-07,-0.0003788243808746622,-0.002940500549445231,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4205851.8384129,4205851.1192912,-2.071232492925174,11.87552759491748,25.62377738617191,0.9692987510542216,-0.04046535486249846,0.09686973213235187,0.2223482433800643,0.813055452183105,-0.06651711852590834,0.02682401814662363,0.5777514835611336,-0.8090421040373503,0.06670096010249753,-0.02636355301793736,-0.5833582252690226,-22.280912619001,26.509568764849,-84.482862735249,-84.513444365532,45.291408408458,1671281.470511213,1735722.015618084,-24945883.74662229,1695118.804637445,1712449.972215232,-24945883.74662229,0.79216285547261,4205851.1192912,0,-84.5134443655324361,45.29140840845767,4205851.11929118447,-0.0361498265758344386,0.207267056942753408,0.44721928218676632,18573.3603178745034,0.00116167510712138081,0.00149403616277060214,-3.18451571650222524e-05,0.00114362791138286905,0.00149190911221339637,-8.76987563756187808e-05,0,0.0307289924332935123,9.09574991838505535e-15,0
190.8,0.06590112310349569,0.08304977090066781,-0.04467601563235701,0.0007608059980831051,-0.7647601571932491,2.24749868822616,0.06539017921684823,0.08273260176047768,-0.04054144872153159,9.084491125e-15,1.01585952e-11,22416.4595755,22541.6116284,18574.27995584218,10015.04810985573,-7562.578619682412,-0.1353370422863467,2.46215326765084,37.2085627014144,-1.481830278734414,-1.564111119689168,22.23179359108988,-0.0005361674342955867,4.823120743128836e-07,-0.0003649101172941283,18574.27995584218,10015.04810985573,-7562.578619682412,-3440.000090723562,19639.58411160018,-10515.57844837352,-3039.83776278743,19562.19967801038,-10515.5784510165,10823.53703694958,15829.18601156899,-11609.7190425449,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0.0001836956944316626,1.652443728517028e-07,-0.0001250214263563976,0,0,0,-1.596840865144793,-0.264253874983009,7.479454511480699,-0.0001836956944316626,1.652443728517028e-07,-0.0001250214263563976,0,0,0,0,0,0,0,0,0,0,0,0,5.421403317023434e-07,-0.0004101752839449808,0.0006026761637496063,0,0,0,5.421403317023434e-07,-0.0004101752839449808,0.0006026761637496063,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4219788.9324208,4219788.2036783,-2.031364871084826,12.02773863070012,25.10829750797599,0.9701629727535273,-0.03997632444445565,0.09841643327384116,0.2179447304704114,0.8133529340287384,-0.06651644594012501,0.02796738159346194,0.5772784361150767,-0.8093173452346435,0.06670939489204143,-0.02750397510525153,-0.5829226559455085,-22.153855978566,26.536771328067,-84.45336078378,-84.48408692296,45.743118883101,1667154.538678715,1759290.637909858,-24958518.45404483,1691470.02238166,1735925.392365266,-24958518.45404483,0.79717654443129,4219788.2036783,0,-84.4840869229604863,45.7431188831006708,4219788.20367829781,-0.0354540053097803717,0.209923640675031414,0.438222461084468218,18574.279955842183,0.00115019157891810362,0.00144949194524362991,-0.000779743569457086363,0.000973214719350986679,0.00142094180332366345,-0.000849277418647979084,0,0.0307289924332935123,9.08449112465640298e-15,0
192,0.0652711732760739,0.1224573800596748,-0.1080815774252353,-0.0008860743296874805,-1.305926524573569,3.417711874162323,0.06475266178810798,0.1221454210302054,-0.1039475562762445,9.073253627e-15,1.015231017e-11,22402.5907267,22527.8115981,18575.48823716582,10017.66259629929,-7514.901471452464,-6.174529199781334,23.17452871789993,50.06329459707722,-1.475789187116995,-1.582725295266418,22.20583016457797,-0.0008153364011018581,-5.0186016523608e-07,-0.0006231475044634626,18575.48823716582,10017.6625962993,-7514.901471452464,-3441.77441171912,19637.69688186403,-10488.91536208495,-3038.203988720328,19560.88040961157,-10488.91536510559,10942.65902947833,15733.98966694115,-11600.68333925703,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0.0002793414460029453,-1.719417213053021e-07,-0.0002134958340320736,0,0,0,-1.6149134448086,-0.2586739728656819,7.467092160109551,-0.0002793414460029453,-1.719417213053021e-07,-0.0002134958340320736,0,0,0,0,0,0,0,0,0,0,0,0,-5.641132597331151e-07,-0.000700445650776205,0.0009164745617701585,0,0,0,-5.641132597331151e-07,-0.000700445650776205,0.0009164745617701585,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4233715.1836076,4233714.4450855,-1.991843889100232,12.17969402950208,24.60097293973352,0.9709904774297393,-0.03948380482507367,0.09995485308520473,0.2136060611316883,0.813634769635103,-0.06651883058577066,0.02910618161552556,0.576824528896329,-0.809576846249088,0.06672095481325238,-0.02863981178806303,-0.5825061420542488,-22.0262915846,26.561961459027,-84.423545630126,-84.454417811598,46.189484064658,1663025.473238098,1782857.008687431,-24971121.14725372,1687823.196664817,1759399.242600966,-24971121.14725372,0.80219023338998,4233714.4450855,0,-84.4544178115976223,46.1894840646583731,4233714.44508548453,-0.0347642340505278438,0.212575762700306703,0.429367976992378553,18575.4882371658168,0.00113919688030722326,0.00213728447540737507,-0.00188637938681953093,0.000716259303239508496,0.00207042776966102947,-0.00200464888809670939,0,0.0307289924332935123,9.07325362673860033e-15,0
193.2,0.06463467600325271,0.07054450434127217,-0.02748330103276635,0.0007401953570927622,-0.861758693758399,2.812651399523754,0.06410861957770254,0.07023770121840303,-0.02334984727846964,9.062037346e-15,1.014603313e-11,22388.7394965,22514.0290406,18576.64716262694,10020.16600472891,-7467.269224881411,0.998489638083714,-2.800597484702204,33.31299086432142,-1.469647054988617,-1.600810961294398,22.18032430317209,-0.0006709970128593916,4.628892480593728e-07,-0.000411183888393303,18576.64716262694,10020.16600472892,-7467.269224881411,-3443.541414842436,19635.78764066508,-10462.28320673126,-3036.563625290797,19559.53904753088,-10462.2832088158,11059.51761392115,15638.93933292667,-11591.6479860372,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0.0002298894978594035,1.585899411793434e-07,-0.0001408752286806703,0,0,0,-1.632877993365289,-0.2532052024322543,7.454711958127164,-0.0002298894978594035,1.585899411793434e-07,-0.0001408752286806703,0,0,0,0,0,0,0,0,0,0,0,0,5.20308206759843e-07,-0.0004621890711771674,0.0007542306371680956,0,0,0,5.20308206759843e-07,-0.0004621890711771674,0.0007542306371680956,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4247630.5923156,4247629.8438546,-1.953048129067011,12.33121160788134,24.09987352857825,0.9717857455657637,-0.03898935041526747,0.1014834632580161,0.2093165116055845,0.8139103661858526,-0.06652409898692936,0.03023855693760608,0.5763766909156949,-0.8098301035964958,0.06673545268233322,-0.02976920265601566,-0.5820956771330807,-21.898685520088,26.586847903415,-84.393423853175,-84.424443570826,46.630543328228,1658894.283005917,1806421.101577946,-24983691.8633197,1684178.335433989,1782871.496454691,-24983691.8633197,0.80720392234866,4247629.8438546,3.238172523156e-09,-84.4244435708259715,46.6305433282283133,4247629.84385457076,-0.0340871203021345104,0.215220243317673421,0.420622142387914122,18576.6471626269413,0.00112808790721652895,0.00123123386994263288,-0.000479674092338530839,0.00101411625593537122,0.00121417109205200751,-0.000533668599297068406,0,0.0307289924332935123,9.06203734608739714e-15,0
194.4,0.06401023237154575,0.1208689624824339,-0.05923989666165241,-0.001030133259751532,-1.448713356226861,3.211986720501305,0.06347665705864221,0.120567296815026,-0.05510702856975017,9.050842263e-15,1.013976408e-11,22374.9058934,22500.2639644,18578.37550489826,10021.33486952553,-7419.786032660185,1.851844954459713,7.649094922259192,49.71049141758186,-1.463582834751818,-1.619129255821032,22.1544066001638,-0.0007662576145894661,-6.165173646228814e-07,-0.0006912545325243753,18578.37550489826,10021.33486952554,-7419.786032660185,-3445.301091825368,19633.85658589891,-10435.68178976812,-3034.916669172467,19558.17578744276,-10435.68178976812,11174.14432950787,15544.06611299886,-11582.61287088016,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0.000262526620645076,-2.112242896146199e-07,-0.000236829902860336,0,0,0,-1.650709585960126,-0.2477370799597222,7.442323915094244,-0.000262526620645076,-2.112242896146199e-07,-0.000236829902860336,0,0,0,0,0,0,0,0,0,0,0,0,-6.929930772168007e-07,-0.0007770009948173145,0.0008613078118245292,0,0,0,-6.929930772168007e-07,-0.0007770009948173145,0.0008613078118245292,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4261535.158906,4261534.4003464,-1.914130054097806,12.48209751119335,23.60882257440438,0.972543100828796,-0.03848919214520692,0.1030009191768113,0.2051080441305304,0.8141609164133597,-0.06652957297513405,0.03136446306739088,0.5759618811702724,-0.8100581186083639,0.06675020923663058,-0.0308921218213552,-0.5817180853754838,-21.770658111831,26.60792571591,-84.36300193501,-84.39417064385,47.066337672978,1654760.97677301,1829982.890298853,-24996230.63924951,1680535.446602579,1806342.127546601,-24996230.63924951,0.81221761130735,4261534.4003464,0,-84.3941706438497334,47.0663376729777028,4261534.40034638718,-0.0334078717553839,0.21785369912531366,0.412051686442520382,18578.3755048982566,0.00111718930985013165,0.00210956135878797094,-0.00103393124528703187,0.000872840757177310378,0.00207384922483330866,-0.00113053905475385083,0,0.0307289924332935123,9.0508422630208495e-15,0
195.6,0.06338828254116345,0.07589556080637631,-0.07346204870941782,-0.0009803930101255445,-1.034713356542531,4.294446658986637,0.06284721574081224,0.07559902625174884,-0.06932978329766493,9.039668356e-15,1.013350302e-11,22361.089923,22486.5163688,18580.87722222544,10020.77387051934,-7372.478228670042,-6.571930003972989,12.41398608838889,35.21039771744068,-1.45760298743128,-1.637468232309842,22.12902733067318,-0.001024505153008536,-5.894507389030396e-07,-0.0004937260785252923,18580.87722222544,10020.77387051934,-7372.478228670042,-3447.053468081558,19631.90374490079,-10409.11120813414,-3033.263154525623,19556.79066431391,-10409.11121004422,11286.57091325484,15449.39960671378,-11573.57816094956,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0.0003510045062284917,-2.019510247919243e-07,-0.0001691549114184454,0,0,0,-1.66840113174337,-0.2422314463983126,7.429931653676211,-0.0003510045062284917,-2.019510247919243e-07,-0.0001691549114184454,0,0,0,0,0,0,0,0,0,0,0,0,-6.625689799832344e-07,-0.0005549701826626013,0.001151589589114234,0,0,0,-6.625689799832344e-07,-0.0005549701826626013,0.001151589589114234,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4275428.8837576,4275428.1149394,-1.874794513816285,12.63229365757072,23.12903443689104,0.9732616684577128,-0.03798231171578323,0.1045068680139518,0.2009910030713792,0.8143803909218313,-0.06653445974157392,0.0324838959135413,0.5755888646730762,-0.8102547952581752,0.06676443080583042,-0.03200857081796667,-0.5813820852298837,-21.642075401538,26.624052579902,-84.332286260044,-84.363605376834,47.496909600813,1650625.563304597,1853542.348657824,-25008737.51198474,1676894.538050453,1829811.109584576,-25008737.51198474,0.81723130026603,4275428.1149394,-3.2381792813106e-09,-84.3636053768342862,47.4969096008129128,4275428.11493935902,-0.0327213370644204998,0.220475116403406196,0.403677803730901286,18580.8772222254374,0.00110633423752774015,0.00132462742371882922,-0.00128215462523979199,0.000809421320228939775,0.00128197202953316469,-0.00135766832865957246,0,0.0307289924332935123,9.03966835569208416e-15,0
196.8,0.06275264020505794,0.06256966427449115,0.02484210500292697,0.0006662460003110511,5.306223887880601,-9.075465432401625,0.06220409096774906,0.06227822659196239,0.02897374647729466,9.028515495e-15,1.012724989e-11,22347.2914576,22472.7861305,18583.66761463672,10019.50134464779,-7325.18438565623,8.807443791466646,-19.31640668387564,30.97717690501515,-1.450596596031466,-1.65209633275833,22.10603730417345,0.002165124462924821,4.028665247044667e-07,0.002531804253106878,18583.66761463672,10019.50134464779,-7325.18438565623,-3448.798590662947,19629.92914113962,-10382.5712933138,-3031.603134590011,19555.38369284031,-10382.57129733966,11396.82940595987,15354.96802644417,-11564.54374727027,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0.0007417907472699881,1.380256264837953e-07,0.0008674184791743755,0,0,0,-1.686003111572579,-0.2367750682644568,7.417521691879043,0.0007417907472699881,1.380256264837953e-07,0.0008674184791743755,0,0,0,0,0,0,0,0,0,0,0,0,4.528399825905325e-07,0.00284586115647261,-0.002433696681094193,0,0,0,4.528399825905325e-07,0.00284586115647261,-0.002433696681094193,0.03994768943,           0,           0,           0,0.03072899243,           0,           0,           0,0.01536449253,0.3426088246,11.02311311,0,0,0,4289311.7672685,4289310.9880314,-1.835711247504675,12.78218547031766,22.65723105646706,0.9739476931153844,-0.03747254486140796,0.1060045243705661,0.1969384178311474,0.8145845288030581,-0.06654203228890788,0.03359856957654507,0.5752350299364209,-0.8104360289928256,0.06678140176075663,-0.03312024029487891,-0.5810651746283664,-21.513031610626,26.638138233274,-84.301283114327,-84.332754018212,47.922302999339,1646488.051342037,1877099.450557027,-25021212.51840349,1673255.617625799,1853278.41636849,-25021212.51840349,0.82224498922472,4289310.9880314,3.2381827360707e-09,-84.3327540182118582,47.9223029993392444,4289310.98803139199,-0.032039205384849119,0.223091222057622995,0.395443281320463413,18583.6676146367172,0.00109524018589763055,0.00109204665345733962,0.000433576525427231208,0.00118561776586893243,0.00110537527347519997,0.000408494930788646485,0,0.0307289924332935123,9.0285154945021596e-15,0
